Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Luminosity,AB_Mag,Weight,Distance (pc)
spoc-s14-s60-b0A-PC,SPOC,259168516,1680.01,PC,292.3133807,65.97436723,292.313979,65.97380178,13.3081,0.00729401,2657.394071,0.0027612,4.802656081,5.32E-06,1.165864766,0.16402517,4358.115768,180.45848,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",,5.04064,0.0219142,1,0.213459,0.00640239,1.42024592,0.3005025,370.455897,3231,157,4.451096925,26.47739,1.71E+31,13.75035768,0.3,100
spoc-s01-s39-b0A-PC,UNKNOWN,277634430,771.01,PC,164.113188,-72.984848,164.1138903,-72.98517363,12.068,0.017,2335.352285,0.00195981,2.326007735,4.86E-06,0.996086784,0.18412185,3279.789132,161.50557,"[10, 11, 12, 37, 38]",Possible centroid offset; s38 affected by scattered light,4.438,0,1,0.241857007,0.00727155,1.396086874,0.44174787,501.0620836,3231,0,14.89660019,22.615362,2.20E+31,12.51025768,0.3,100
spoc-s42-b02,SPOC,39926974,4526.01,KP,335.6244216,-7.9555149,335.6233145,-7.956352524,13.345,0.008,2448.654225,0.002713219,2.260265487,0.000432415,1.010349318,0.44925383,6129.678827,861.4576,[42],K2-28 b,4.88,0,1,0.341024011,0.0103601,2.726237364,1.4096905,547.9367777,3236,157,21.30310007,7.13926,4.40E+31,13.78725768,0.3,100
qlp-s36-faintsearch,QLP,335590096,4860.01,PC,183.5647447,-13.1748173,183.563961,-13.17484106,13.773,0.008,2304.245613,0.0005869,1.5229985,7.04E-05,1.196,0.156,58060,104.313,[36],found in faint-star QLP search,4.87,0,1,0.35,0.01,8.99483,0.485033,687,3237,157,37.1159,66,4.64E+31,14.21525768,0.3,100
spoc-s14-s55-b0A-PC,SPOC,8348911,2266.01,PC,245.2797999,31.57687825,245.2800398,31.57704133,13.5042,0.00755382,1957.9252,0.001650511,2.326342966,1.45E-05,1.219505088,0.22301836,4153.614444,670.6309,"[24, 25, 51, 52]",low SNR,4.97167,0.0114808,1,0.261162013,0.00786259,1.976318732,0.2668421,502.933455,3244,157,15.12039389,7.8007135,2.60E+31,13.94645768,0.3,100
spoc-s01-s46-b0A,SPOC,258796169,4616.01,PC,14.81794833,13.86002462,14.81808831,13.86079483,12.8872,0.00741956,2448.706988,0.001413309,1.553809925,9.51E-06,1.003793197,0.13730182,3330.156644,456.53528,"[17, 42, 43]",potential L1 planet; small M dwarf; somewhat V-shaped,5.07736,0.0280122,1,0.192728996,0.00578436,1.222316033,0.7920717,525.2027415,3244,157,17.98162512,10.452713,1.42E+31,13.32945768,0.3,100
qlp-s16-faintsearch,QLP,316606244,3579.01,PC,322.0292396,56.8231568,322.0292184,56.82313852,10.951,0.036,1762.172026,0.0137756,3.310636,0.0014244,3.9,0.807,590,2.63784,"[15, 16]",found in faint-star QLP search,,,1,,,,,935,3245,122,126.954,10,0,11.39325768,0.3,100
spoc-s01-s36-b02-L1,SPOC,52307802,4360.01,PC,21.72071873,-68.63426416,21.71927037,-68.63452241,12.747,0.00744223,1328.294362,0.001454559,3.074933804,1.55E-05,1.303272406,0.48177174,1656.592049,200.72925,"[1, 2, 27, 28, 29]",weak signal; possible odd-even,4.91671,0.0047144,1,0.308247,0.0092169,1.29488497,0.87936926,481.4476115,3246,157,12.6974686,8.253607,3.64E+31,13.18925768,0.3,100
spoc-s14-s60-b0A-CP,SPOC,420112589,1452.01,CP,290.1738575,73.19542645,290.1739741,73.19510821,12.295,0.007307,2731.359311,0.0034263,11.06199374,1.53E-05,1.758777671,0.17191255,3249.116433,153.94768,"[14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60]",TOI-1452 b,4.95407,0.00680159,1,0.275364012,0.00934128,1.618494376,0.22460696,304.152939,3248,157,2.022502518,19.909908,2.91E+31,12.73725768,0.3,100
qlp-s63-faintsearch,QLP,356921678,6524.01,PC,135.5571397,-62.6470234,135.5570356,-62.64705781,14.478,0.007,3039.991677,0.0003559,0.8515408,5.00E-07,0.648,0.076,51018,6902.48,"[35, 36, 37, 62, 63]",found in faint-star QLP search,4.7,0.01,1,0.54,0.02,16.072,0.914562,689,3254,157,37.4851,53,1.13E+32,14.92025768,0.3,100
spoc-s14-s55-b0H,SPOC,348054109,5976.01,PC,281.6764509,21.82853382,281.6769028,21.82832082,12.0575,0.00725788,2010.512186,0.000694317,0.437802368,7.38E-06,1.531581058,0.20483291,1462.551762,130.94102,"[26, 40, 53, 54]",possibly flaring host star; possible SV or NEB,4.85874,0.00239245,1,0.365716994,0.0118964,1.455123436,0.3340848,972.9866029,3256,157,211.8109673,13.224767,5.18E+31,12.49975768,0.3,100
qlp-s41-faintsearch,QLP,419411415,5205.01,PC,313.7704845,24.3607524,313.7706819,24.36097701,13.614,0.009,2443.470673,0.0005016,1.6306523,5.68E-05,1.202,0.083,68050,37.07,[41],found in faint-star QLP search,4.83,0,1,0.4,0.01,11.1125,0.428663,653,3262,157,30.1966,84,6.25E+31,14.05625768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,455947620,6022.02,PC,340.0007491,60.82317445,340.0012494,60.82349997,13.7057,0.00731475,1765.940349,0.002776372,1.545449243,1.27E-05,2.78215275,0.4825546,4280.771492,559.60364,"[17, 57]",potential multi; interior to .01; low SNR,4.8548,0.00122399,2,0.369847,0.011002,2.482930315,0.550688,642.7614652,3264,157,40.33855436,8.388674,5.35E+31,14.14795768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,455947620,6022.01,PC,340.0007491,60.82317445,340.0012494,60.82349997,13.7057,0.00731475,2854.589182,0.000313649,1.92810923,9.29E-07,1.41744995,0.01998326,107974.236,2071.2168,"[17, 57]",v-shaped,4.8548,0.00122399,1,0.369847,0.011002,17.79477074,19.28166,597.0685598,3264,157,30.03432067,116.11209,5.35E+31,14.14795768,0.3,100
spoc-s42-s43-b02,SPOC,336961891,4642.01,PC,30.88426146,6.816395707,30.88466109,6.815870235,11.9847,0.00767517,2449.129554,0.002441387,3.602237738,0.000313486,1.032552001,0.5174124,2229.985688,299.14587,"[42, 43]",low SNR,4.99716,0.0148263,1,0.242091,0.00739339,1.167185545,1.038172,427.9661854,3266,157,7.927912072,7.1671104,2.30E+31,12.42695768,0.3,100
spoc-s07-b02,SPOC,431999925,513.01,PC,120.7896,-20.0098,120.7899483,-20.01009089,14.782,0.059,1492.93007,0.008993,1.445433,0.000968,3.684343,0.720241,16635.28994,2183.4067,[7],likely on TIC 431999916 which has lower end Gaia Rstar=2.8 Rsun and is 0.9 brighter than the target in T-band; still possibly planetary,4.98546,0.527945,1,0.269,0.06,3.493627,0.975823,593.1709781,3266,101,29.25772671,7.890174,2.84E+31,15.22425768,0.3,100
spoc-s08-b02,SPOC,348755723,633.01,PC,134.087962,-12.934879,134.0880879,-12.93487116,13.87,0.018,1517.809802,0.002628,4.503645,0.000869,1.973292,0.304933,12525.72524,1114.7897,[8],Follow-up (Will Waalkes and Zach Berta-Thompson) ruled out a transit on TOI 633 but confirmed a 9.6 ppt event on 348755728; GAIA stellar parameters: Teff = 3414 K; R = 0.567 R_solar,4.438,0,1,1,0,11.197034,1.881909,623.8430401,3267,0,35.79499769,9.939798,3.93E+32,14.31225768,0.3,100
spoc-s12-b02,UNKNOWN,272086159,176.01,PC,115.0034,-72.2077,115.0034727,-72.20567825,13.404,0.04,1363.043768,0.00044,16.155373,0.000103,1.556705,0.037499,71225.72317,1623.8068,"[5, 6, 4, 3, 2]",,4.98242,0.409627,1,0.271,0.047,10.424281,7.728964,297.2885497,3270,63,1.846008647,49.630848,2.90E+31,13.84625768,0.3,100
spoc-s14-s50-b02,SPOC,219041246,5713.01,PC,208.4579632,52.6028463,208.4587323,52.60276277,12.7022,0.00732019,1745.677964,0.001879673,10.44198961,6.12E-05,1.714348998,0.47330454,3992.437264,487.0845,"[16, 22, 23, 49]",low SNR; potential L1 planet,4.93417,0.00695235,1,0.292425007,0.00864785,1.860547303,0.81836313,317.8151042,3271,157,2.411121716,8.136899,3.38E+31,13.14445768,0.3,100
spoc-s14-s55-b02,SPOC,102734241,6002.01,PC,299.6144459,32.28866232,299.6142524,32.28717018,12.6396,0.00738533,1692.759945,0.00281244,10.90483925,4.88E-05,1.553064768,0.61305636,4030.776099,586.06696,"[14, 41, 54, 55]",low SNR,4.99712,0.0152628,1,0.242120996,0.00723231,1.548948197,0.9517032,296.3966212,3272,157,1.823954483,7.6758533,2.32E+31,13.08185768,0.3,100
spoc-s14-s50-b0A-PC,SPOC,166648874,1806.01,PC,166.1189629,30.45875044,166.1181474,30.45857634,12.6196,0.0078072,1909.543414,0.002263355,15.15120509,0.000135776,2.343816563,0.45733482,4955.304292,547.35736,"[22, 48]",potential multi,4.82521,0.0034367,1,0.401574999,0.0119287,2.841179901,0.83051205,308.7009384,3272,157,2.146212897,8.752779,6.37E+31,13.06185768,0.3,100
spoc-s14-s50-b0A-PC,SPOC,166648874,1806.02,PC,166.1189629,30.45875044,166.1181474,30.45857634,12.6196,0.0078072,1905.228249,0.001539163,8.196075762,2.92E-05,1.488322659,0.42788842,4699.534447,480.3587,"[22, 48]",potential multi,4.82521,0.0034367,2,0.401574999,0.0119287,2.766365792,1.1999038,378.8654659,3272,157,4.869238909,7.978372,6.37E+31,13.06185768,0.3,100
spoc-s14-s50-b0A-PC,SPOC,166648874,1806.03,PC,166.1189629,30.45875044,166.1181474,30.45857634,12.6196,0.0078072,1899.698659,0.001097214,0.501903072,1.87E-05,0.947042253,0.17262673,1536.568313,211.42867,"[22, 48]",low SNR,4.82521,0.0034367,3,0.401574999,0.0119287,1.845186238,0.24172047,961.1999156,3272,157,201.7325126,7.1534896,6.37E+31,13.06185768,0.3,100
spoc-s01-s36-b0A-PC,SPOC,160328683,2496.01,PC,91.19619621,-32.58024049,91.19615465,-32.58019658,14.1969,0.00749623,2175.520632,0.000516495,1.574682811,2.66E-05,1.928640639,0.03940808,77503.51008,1670.3402,"[32, 33]",deep transit but Rp < 25 Re; possibly synchronized; likely EB,4.66823,0.0111966,1,0.579963028,0.0180145,22.95761456,13.034499,741.6362852,3273,157,71.49651634,47.27529,1.33E+32,14.63915768,0.3,100
qlp-s62-faintsearch,QLP,332657786,6478.01,PC,149.991571,-16.1590516,149.9918059,-16.15979353,13.004,0.008,1536.766582,1.02E-05,1462.211515,1.00E-06,3.105,0.004,34206,343.552,"[8, 35, 62]",found in faint-star QLP search; period likely shorter,5.01,0.02,1,0.23,0.01,4.5351,0.139016,37,3275,157,0.000341885,32,2.10E+31,13.44625768,0.3,100
spoc-s01-s39-b0A-PC,SPOC,141608198,210.01,PC,88.960448,-73.984659,88.96184003,-73.98528793,12.507,0.017,2338.99312,0.004372806,9.010541367,9.41E-06,1.844326419,0.11363892,4125.0713,102.422775,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39]",,4.438,0,1,0.330146015,0.00996591,2.151368216,0.2008962,345.2246743,3275,0,3.356820458,37.48086,4.32E+31,12.94925768,0.3,100
spoc-s14-s41-b0A-APC,SPOC,13684720,1433.01,PC,305.5380227,36.06457195,305.5382572,36.06478416,12.4647,0.00741943,1695.011233,0.00032508,12.43797152,8.24E-06,1.71378146,0.023019461,123693.2602,3159.6838,"[14, 15, 41]",TFOPWG SB2/APC; v-shaped; crowded field; too large,4.75761,0.00710533,1,0.476996988,0.0140438,24.64782973,46.010494,348.5191947,3275,157,3.486806196,70.54381,9.03E+31,12.90695768,0.3,100
spoc-s01s09-b0A,SPOC,146463781,636.01,PC,123.8856,-31.5568,123.8854133,-31.55652088,14.884,0.059,1517.476816,0.002485,0.417921,7.90E-05,1.843947,0.247587,41644.89311,3604.8499,[8],crowded field; likely EB off target to SSE; but check if nearby PC.,4.97806,0.517731,1,0.275,0.06,5.657227,1.322447,906.2084598,3278,100,159.3798634,9.291737,3.01E+31,15.32625768,0.3,100
qlp-s49-tois,SPOC,219860288,1743.01,PC,257.7464054,71.87139111,257.7473322,71.87220388,12.4251,0.0074151,2660.494212,0.0022429,4.2660553,1.40E-05,0.69,0.301,1700,1591.15,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49]",slightly v-shaped; potential L1 candidate,4.90415,0.00361744,1,0.32,0.01,3.30511,1.40785,506,3281,157,10.8837,11,4.09E+31,12.86735768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,142748283,2096.01,PC,151.6191273,74.82753413,151.6186989,74.82721072,13.4764,0.00730165,2601.846172,0.0031127,3.119071562,1.29E-05,1.158597447,0.16846347,2964.582891,503.0731,"[14, 20, 21, 40, 41, 47, 53, 60]",L1 candidate in potential multi-planet system; low snr,4.98992,0.014318,1,0.247330993,0.00734744,1.62297957,0.20758255,454.5004101,3285,157,10.08458706,8.965935,2.46E+31,13.91865768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,142748283,2096.02,PC,151.6191273,74.82753413,151.6186989,74.82721072,13.4764,0.00730165,1687.53823,0.001195639,6.387820157,1.40E-05,1.455185073,0.16032846,5857.01647,425.97147,"[14, 20, 21, 40, 41, 47, 53, 60]",L1 candidate in possible multi-planet system,4.98992,0.014318,2,0.247330993,0.00734744,2.041471044,0.18525308,357.8973634,3285,157,3.877528491,15.516945,2.46E+31,13.91865768,0.3,100
spoc-s01-s46-b02,SPOC,345450130,5525.01,PC,57.87424335,9.728929746,57.875185,9.727861095,11.8693,0.00731782,1440.199907,0.001467059,2.752159547,1.32E-05,0.960782735,0.67429334,1025.539124,192.62132,"[5, 42, 43, 44]",potential L1 planet; low SNR,4.81007,0.00445571,1,0.418181002,0.0124382,1.382079492,2.2954156,554.6733092,3288,157,22.37021069,8.606394,7.05E+31,12.31155768,0.3,100
qlp-s11-faintsearch,QLP,466318137,3153.01,PC,165.7320788,-60.1968705,165.7320788,-60.19687054,11.279,0.01,1622.951921,0.0039246,1.1216403,0.0001449,1.274,0.286,5350,21.7274,"[10, 11]",found in faint-star QLP search,,,1,,,,,912,3294,38.9,115.13,20,0,11.72125768,0.3,100
qlp-s33-tois,UNKNOWN,52280468,472.01,PC,99.866803,-33.540286,99.86703012,-33.54022348,12.29,0.018,2226.783632,0.001587,0.5682596,1.20E-06,0.755,0,42540,0.841172,"[6, 7, 33]",no GAIA radius with Teff 3869K; large planet around an M star if real,4.438,0,1,0.5,0.02,24.8489,0.784699,954,3294,0,138.045,136,1.02E+32,12.73225768,0.3,100
qlp-s17-ffi,QLP,414870287,1499.01,PC,336.8726981,59.4338001,336.8726712,59.43378968,7.816,0.025,1740.8589,0.00625,4.95898,0.00107,1.831,0.342,230.232,1.11859,"[16, 17]",Likely giant; Rs < 10 Rsun will save it as a PC.,,,1,,,,,528,3295,43.9,12.992,10,0,8.258257675,0.3,100
spoc-s13-b02,SPOC,161032923,1080.01,PC,276.3702,-52.2143,276.3683249,-52.21457295,12.681,0.058,1654.060034,0.003036,3.965347,0.000675,0.987454,0.389139,4770.26147,616.8477,[13],potential L1 candidate,4.96636,0.407584,1,0.284,0.049,2.034434,0.947331,,3296,64,,8.048016,3.28E+31,13.12325768,0.3,100
spoc-s14-s50-b0A-CP,SPOC,390651552,1827.01,CP,191.9859372,9.7513978,191.981531,9.749418089,8.822,0.007,2691.149337,0.0012488,1.467119035,2.45E-06,1.006931308,0.10849214,1550.632368,46.27417,"[23, 50]",,4.89,0,1,0.331472009,0.00983149,1.324139397,0.33019075,639.3631768,3297,157,39.49221404,34.38628,4.48E+31,9.264257675,0.3,100
spoc-s14-s55-b02,SPOC,18318288,6086.01,PC,265.3709752,30.30376621,265.3704236,30.30377553,12.4106,0.00743582,1984.759725,0.001364061,1.38885844,1.38E-05,0.826700235,0.63512415,1372.513683,241.27072,"[25, 26, 52, 53]",host is variable; low SNR,4.97775,0.0124862,1,0.256455988,0.00765628,0.965061868,1.7210847,604.3465776,3300,157,31.52573857,8.86141,2.69E+31,12.85285768,0.3,100
qlp-s37-tois,QLP,464067218,3059.01,PC,155.3075423,-58.5370109,155.3075423,-58.53701088,11.201,0.01,2330.751022,0.0022187,1.3935975,7.90E-06,2.809,0.901,2530,23.0335,"[9, 10, 36, 37]",found in faint-star QLP search,,,1,,,,,1345,3301,51.7,544.526,28,0,11.64325768,0.3,100
spoc-s39-b02,SPOC,248250955,4552.01,PC,264.7151,-47.635,264.7142556,-47.63704573,11.862,0.059,2361.882335,0.001169944,0.301150581,2.90E-05,0.640484131,0.19197765,1457.697398,185.85797,[39],possible L1 planet,4.96212,0.508614,1,0.286177993,0.00856701,1.280112383,0.24046646,1027.596418,3304,100,263.5186329,9.10204,3.37E+31,12.30425768,0.3,100
qlp-s65-faintsearch,QLP,241525834,6641.01,PC,206.5489804,-53.3571385,206.5490397,-53.35718745,14.85,0.009,3092.673541,0.0021023,1.9647786,0.0003361,1.586,0.184,60692,4986.43,[65],found in faint-star QLP search,4.62,0.01,1,0.64,0.02,15.9566,0.934747,696,3314,157,39.1755,15,1.70E+32,15.29225768,0.3,100
spoc-s01-s36-b0A-CPKP,UNKNOWN,231702397,122.01,CP,332.947,-58.9451,332.9482355,-58.94608502,13.048,0.04,1329.120248,0.000987715,5.078025486,1.34E-05,1.241415803,0.2258655,6130.394723,466.36487,"[1, 27, 28]",TOI-122 b,4.9581,0.407256,1,0.334125012,0.0100409,2.709042096,0.5059658,431.253644,3318,64,8.174328993,11.881052,4.67E+31,13.49025768,0.3,100
spoc-s01-s39-b02-L1,SPOC,107018378,4556.01,PC,182.9264244,-32.53136326,182.9250662,-32.53258038,13.0454,0.00735164,1570.934925,0.002080495,3.792422081,2.12E-05,1.230842875,0.23922932,3704.228364,621.85425,"[10, 37]",small planet around M dwarf; low SNR with some odd-even depth difference,5.03236,0.0204889,1,0.218553007,0.00658607,1.560262395,0.21874163,414.6504106,3319,157,6.98633491,8.390083,2.00E+31,13.48765768,0.3,100
spoc-s01-s36-b0A,UNKNOWN,153077621,454.01,PC,49.6602,-42.6424,49.66135937,-42.6420835,9.441,0.037,1396.13818,0.000862134,18.08260842,2.79E-05,2.386798708,0.07725563,8002.785566,250.14842,"[3, 4, 30, 31]",There are three TICs associated with this star within 3 arcseconds (TIC 153077619 (bright neighbor) and TICs 153077621 and 651051509 which are the same star.). TIC153077619 is brighter (Tmag=8.3) and is more likely the target. It is a sunlike star - given the V-shape and the depth this signal is likely a FP. Retired as APC/BEB?/SB1 by TFOP,4.95373,0.559906,1,0.296000004,0.07,3.911715999,1.7889186,465.1025269,3321,117,11.05899847,37.224327,3.68E+31,9.883257675,0.3,100
qlp-s64-faintsearch,QLP,22560356,6569.01,PC,184.8011543,-46.7802545,184.8009284,-46.78030506,14.907,0.008,3059.263218,0.0001078,5.9337178,8.00E-07,1.089,0.002,36149,681.855,"[37, 64]",found in faint-star QLP search,4.71,0.01,1,0.53,0.02,19.9345,0.645731,385,3322,157,3.66917,9,1.18E+32,15.34925768,0.3,100
spoc-s14s19-b02-reprocessed-new,SPOC,405763009,2433.01,PC,299.4390451,56.970593,299.4402442,56.97109055,12.0349,0.00741333,1746.356236,0.004296728,,,2.868658347,0.6138283,3377.160259,427.8585,"[14, 15, 16, 41]",The second transit looks real; possible single transit. Very low SNR; possible statistical fluctuation,4.91599,0.00464274,1,0.308919,0.00923185,1.810310128,0.6563029,200.5072077,3323,157,0.381980293,7.770456,4.01E+31,12.47715768,0.3,100
spoc-s01-s36-b0A-CPKP,UNKNOWN,370133522,1078.01,CP,306.9254,-56.4573,306.9286462,-56.46228652,10.281,0.059,1654.105455,0.000387546,0.518238462,4.56E-06,0.749995882,0.17882879,797.2618567,47.291542,"[13, 27]",GJ 1252 b,4.88693,0.098941,1,0.390989006,0.0117402,1.140383318,0.71007156,1019.33222,3325,102,255.1432066,18.154455,6.44E+31,10.72325768,0.3,100
spoc-s14-s55-b0A-CP,SPOC,235683377,1442.01,CP,287.2908051,74.17228352,287.2921006,74.17427619,12.4934,0.00747725,2768.708421,0.0007204,0.409068058,3.72E-06,0.61657259,0.09830363,1281.229466,61.829594,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55]",TOI-1442 b,4.91612,0.00465389,1,0.308798999,0.00922995,1.183377884,0.2699512,967.4422529,3328,157,207.0242436,30.293798,4.03E+31,12.93565768,0.3,100
spoc-s01-s36-b0A,SPOC,36724087,732.02,CP,154.6464,-11.7167,154.6449033,-11.717801,10.534,0.058,1546.849602,0.001064462,12.25217688,4.33E-05,1.381922895,0.33722338,2992.632858,241.42026,"[9, 35]",LTT 3780 c / TOI-732.02,4.94957,0.423263,2,0.374139011,0.0111845,2.074756536,0.8607957,330.1160738,3329,72,2.806646308,10.955205,5.93E+31,10.97625768,0.3,100
spoc-s01-s36-b0A,SPOC,36724087,732.01,CP,154.6464,-11.7167,154.6449033,-11.717801,10.534,0.058,1543.906648,0.000747889,0.768390381,9.60E-06,1.024124154,0.45347685,903.9933214,92.97864,"[9, 35]",LTT 3780 b / TOI-732.01,4.94957,0.423263,1,0.374139011,0.0111845,1.140644696,1.5143634,830.8904817,3329,72,112.6409067,12.229575,5.93E+31,10.97625768,0.3,100
qlp-s54-faintsearch,QLP,354727907,5836.01,PC,289.4495366,19.1479401,289.4495963,19.14804482,14.548,0.008,2786.404289,0.0019758,8.4498763,7.32E-05,1.773,0.178,71390,6530.31,[54],found in faint-star QLP search,4.82,0.01,1,0.41,0.01,11.6649,3.64652,350,3330,157,2.51961,15,7.13E+31,14.99025768,0.3,100
spoc-s14-s60-b0A,SPOC,298074836,5716.01,PC,201.9020114,73.17836796,201.9007989,73.17743252,13.1066,0.00733279,1683.61592,0.001871692,6.766272852,2.65E-05,1.057506313,1.1930561,1998.373872,372.24612,"[14, 15, 20, 21, 22, 40, 47, 48, 60]",low SNR; potential L1 planet,5.02076,0.0186139,1,0.225966007,0.00682671,1.017674332,2.5089574,346.566242,3331,157,3.40930637,7.9898353,2.17E+31,13.54885768,0.3,100
spoc-s01-s36-b0A-PC,SPOC,429358906,782.01,PC,183.9211,-18.9102,183.9203614,-18.91033774,12.191,0.04,1577.041887,0.00156678,8.023992528,2.88E-05,1.762876608,0.30177468,4078.962921,339.33182,"[10, 36]",potential L1 planet,4.94964,0.399131,1,0.406515986,0.0122887,2.679224622,0.57273245,388.6154914,3331,63,5.390157274,12.126099,7.02E+31,12.63325768,0.3,100
spoc-s01-s36-b0A-CPKP,SPOC,452866790,488.01,CP,120.5953,3.3388,120.5936065,3.337162929,11.13,0.043,2228.978094,0.002159033,1.197995928,8.60E-06,1.013449344,0.47586006,973.2689136,108.11865,"[7, 34]",GJ 3473 b,4.91528,0.142281,1,0.354528993,0.0107089,1.121726152,1.5192634,704.6334005,3332,63,58.26045922,14.037585,5.34E+31,11.57225768,0.3,100
spoc-s01-s36-b0A-PC,UNKNOWN,206609630,212.01,PC,22.551,-59.5832,22.55006464,-59.5832452,12.186,0.04,1325.489663,5.24E-05,0.335272351,9.66E-07,0.718628379,0.007644531,18981.74619,225.45465,"[1, 2, 28, 29]",V-shaped; possible EB; Possible M dwarf; Gaia give this source duplication flag; no radius/parallax available,4.94964,0.399131,1,0.3,0.05,4.4688,0.776006,2823.7,3332,63,11198.47902,114.26064,3.83E+31,12.62825768,0.3,100
qlp-s43-faintsearch,QLP,126982221,5315.01,PC,24.2994327,16.019076,24.29974178,16.01872297,14.56,0.008,2493.470036,1.94E-05,2.4704071,9.00E-07,0.948,0,41450,1.13502,"[42, 43]",found in faint-star QLP search,4.8,0.01,1,0.43,0.02,17.1677,0.838859,546,3333,157,14.841,19,7.87E+31,15.00225768,0.3,100
qlp-s36-faintsearch,QLP,262499797,4858.01,PC,109.8797273,-55.7280231,109.8801431,-55.72842128,14.808,0.008,2303.19612,0.0012736,1.7508811,9.23E-05,1.13,0.159,60870,265.551,"[35, 36]",found in faint-star QLP search,4.79,0.01,1,0.44,0.01,12.2167,0.88106,637,3333,157,27.3999,31,8.24E+31,15.25025768,0.3,100
